date,title,content,event_type,Sentiment,symbol,Sector,Impact_Level,computed_sentiment,summary,prompt_chain_summary,route
2025-07-27,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Interest Rate Change,Neutral,Apple Inc.,Industrials,Low,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-05-10,nan,nan,Consumer Confidence Report,Neutral,Tesla,Automotive,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-03-12,Federal Reserve Chairman's speech causes market volatility,Federal Reserve Chairman's speech causes market volatility,Government Policy Announcement,Positive,Apple Inc.,Real Estate,High,0.0,Federal Reserve Chairman's speech causes market volatility,"Headline: Federal Reserve Chairman's speech causes market volatility | Key points: federal, reserve, chairman, speech, causes | Sentiment: neutral",Macro
2025-07-17,Government subsidy program gives a lift to the agriculture sector,Government subsidy program gives a lift to the agriculture sector,Major Merger/Acquisition,Negative,JP Morgan Chase,Healthcare,High,0.0,Government subsidy program gives a lift to the agriculture sector,"Headline: Government subsidy program gives a lift to the agriculture sector | Key points: government, subsidy, program, gives, lift | Sentiment: neutral",General
2025-06-09,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Corporate Earnings Report,Negative,Tata Motors,Technology,High,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-03-04,Automotive industry faces headwinds from rising material costs,Automotive industry faces headwinds from rising material costs,Trade Tariffs Announcement,Negative,Samsung Electronics,Industrials,Medium,0.0,Automotive industry faces headwinds from rising material costs,"Headline: Automotive industry faces headwinds from rising material costs | Key points: automotive, industry, faces, headwinds, from | Sentiment: neutral",General
2025-05-02,nan,nan,Bond Market Fluctuation,Negative,Samsung Electronics,Materials,Low,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-06-21,Consumer confidence index reaches a decade high,Consumer confidence index reaches a decade high,Cryptocurrency Regulation,Neutral,Apple Inc.,Agriculture,High,0.16,Consumer confidence index reaches a decade high,"Headline: Consumer confidence index reaches a decade high | Key points: consumer, confidence, index, reaches, decade | Sentiment: positive",General
2025-06-27,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Supply Chain Disruption,Neutral,ExxonMobil,Materials,Low,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
2025-08-01,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Commodity Price Shock,Neutral,Reliance Industries,Utilities,Low,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-03-10,Supply chain issues impact manufacturing sector earnings,Supply chain issues impact manufacturing sector earnings,Regulatory Changes,Positive,Goldman Sachs,Consumer Goods,Low,0.0,Supply chain issues impact manufacturing sector earnings,"Headline: Supply chain issues impact manufacturing sector earnings | Key points: supply, chain, issues, impact, manufacturing | Sentiment: neutral",Earnings
2025-05-19,Unexpected rise in unemployment fuels market pessimism,Unexpected rise in unemployment fuels market pessimism,Commodity Price Shock,Neutral,JP Morgan Chase,Healthcare,High,0.1,Unexpected rise in unemployment fuels market pessimism,"Headline: Unexpected rise in unemployment fuels market pessimism | Key points: unexpected, rise, unemployment, fuels, market | Sentiment: positive",General
2025-07-21,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Consumer Confidence Report,Neutral,ExxonMobil,Materials,Low,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-06-29,Manufacturing PMI data signals economic expansion,Manufacturing PMI data signals economic expansion,Major Merger/Acquisition,Positive,Boeing,Telecommunications,Low,0.2,Manufacturing PMI data signals economic expansion,"Headline: Manufacturing PMI data signals economic expansion | Key points: manufacturing, data, signals, economic, expansion | Sentiment: positive",General
2025-03-23,nan,nan,Supply Chain Disruption,,ExxonMobil,Finance,Medium,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-04-03,E-commerce earnings report beats all analyst expectations,E-commerce earnings report beats all analyst expectations,Inflation Data Release,Positive,ExxonMobil,Materials,High,0.0,E-commerce earnings report beats all analyst expectations,"Headline: E-commerce earnings report beats all analyst expectations | Key points: commerce, earnings, report, beats, analyst | Sentiment: neutral",Earnings
2025-04-15,Real Estate sector shows signs of overheating as interest rates fall,Real Estate sector shows signs of overheating as interest rates fall,Trade Tariffs Announcement,Positive,Samsung Electronics,Aerospace & Defense,Medium,0.2,Real Estate sector shows signs of overheating as interest rates fall,"Headline: Real Estate sector shows signs of overheating as interest rates fall | Key points: real, estate, sector, shows, signs | Sentiment: positive",Macro
2025-04-11,Central Bank Governor signals potential shift in policy,Central Bank Governor signals potential shift in policy,Commodity Price Shock,Negative,Tata Motors,Energy,High,0.0,Central Bank Governor signals potential shift in policy,"Headline: Central Bank Governor signals potential shift in policy | Key points: central, bank, governor, signals, potential | Sentiment: neutral",Macro
2025-02-24,Market braces for a major policy announcement from the EU,Market braces for a major policy announcement from the EU,Economic Data Release,Negative,ExxonMobil,Real Estate,Medium,0.0625,Market braces for a major policy announcement from the EU,"Headline: Market braces for a major policy announcement from the EU | Key points: market, braces, major, policy, announcement | Sentiment: positive",General
2025-03-31,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Corporate Earnings Report,Positive,Reliance Industries,Real Estate,Medium,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-03-21,Manufacturing PMI data signals economic expansion,Manufacturing PMI data signals economic expansion,Market Rally,Neutral,Boeing,Consumer Goods,Low,0.2,Manufacturing PMI data signals economic expansion,"Headline: Manufacturing PMI data signals economic expansion | Key points: manufacturing, data, signals, economic, expansion | Sentiment: positive",General
2025-08-12,Utilities sector remains stable during market fluctuations,Utilities sector remains stable during market fluctuations,Regulatory Changes,Positive,ExxonMobil,Energy,Low,0.0,Utilities sector remains stable during market fluctuations,"Headline: Utilities sector remains stable during market fluctuations | Key points: utilities, sector, remains, stable, during | Sentiment: neutral",Innovation
2025-04-03,A massive data breach sends a tech company's stock tumbling,A massive data breach sends a tech company's stock tumbling,Central Bank Meeting,Neutral,JP Morgan Chase,Automotive,High,0.0,A massive data breach sends a tech company's stock tumbling,"Headline: A massive data breach sends a tech company's stock tumbling | Key points: massive, data, breach, sends, tech | Sentiment: neutral",Innovation
2025-06-30,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Unemployment Rate Announcement,Neutral,Boeing,Pharmaceuticals,High,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-06-29,China's Shanghai Composite falls after new trade restrictions,China's Shanghai Composite falls after new trade restrictions,Currency Devaluation,Negative,JP Morgan Chase,Automotive,Low,0.13636363636363635,China's Shanghai Composite falls after new trade restrictions,"Headline: China's Shanghai Composite falls after new trade restrictions | Key points: china, shanghai, composite, falls, after | Sentiment: positive",Innovation
2025-04-12,Energy company's dividend hike excites shareholders,Energy company's dividend hike excites shareholders,Market Rally,Positive,Tesla,Transportation,High,0.0,Energy company's dividend hike excites shareholders,"Headline: Energy company's dividend hike excites shareholders | Key points: energy, company, dividend, hike, excites | Sentiment: neutral",General
